Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Sqrt_Item_Weight,log_Item_Visibility,Item_Visibility_MeanRatio,Fat_Content_Low Fat,Fat_Content_Regular,Item_Category_DR,Item_Category_FD,Item_Category_NC,NUM_OUT010,NUM_OUT013,NUM_OUT017,NUM_OUT018,NUM_OUT019,NUM_OUT027,NUM_OUT035,NUM_OUT045,NUM_OUT046,NUM_OUT049,OUT_SIZE_High,OUT_SIZE_Medium,OUT_SIZE_Small,CITY_Tier 1,CITY_Tier 2,CITY_Tier 3,Grocery Store,Supermarket Type1,Supermarket Type2,Supermarket Type3,Item_Identity,avg_Item_Sales
9.0,0.06919637599999999,54.3614,1999,3.0,-2.670806787672064,0.9152630154447712,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,767,781.5540857142857
8.26,0.034237682,113.2834,1985,2.8740215726399825,-3.3744284285983803,0.8704928693111866,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,79,1398.6555714285712
13.35,0.10249212,230.5352,2004,3.653765181289022,-2.2779693614077234,0.922115518306462,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,968,3435.528
18.85,0.138190277,250.8724,1987,4.341658669218482,-1.979123724682176,0.9974164323473624,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,666,3334.6593000000003
8.315,0.035399923,144.5444,1985,2.883574171059242,-3.3410456339860173,0.8588781703062337,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1076,1990.5517714285713
14.6,0.025698134,196.5084,2004,3.8209946349085597,-3.6613368967208704,0.8628943947372766,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1278,2692.685428571429
15.5,0.057556998,107.6938,1985,3.9370039370059056,-2.854979552596853,1.5315371875133978,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,259,1858.0258666666668
13.85,0.025896485,165.021,1997,3.7215588131856787,-3.653648033772376,0.9296326154440038,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,843,2642.5602
13.0,0.099887103,45.90600000000001,2007,3.6055512754639887,-2.3037147007607337,0.9275067672165532,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1294,671.1264
7.645,0.06669343700000001,42.3112,2004,2.7649593125396983,-2.7076487267038423,0.8481880823541762,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1024,690.30144
11.65,0.019356132,39.1164,1987,3.4132096331752027,-3.944746010483494,0.9202467360265744,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,101,469.83286666666663
5.925,0.161466534,45.5086,1998,2.434132288927617,-1.82345737760666,1.4445814400022103,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,350,516.1852285714285
14.5,0.072221801,43.6454,1985,3.8078865529319534,-2.6280133257533738,1.5111024131548918,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,244,561.019725
19.25,0.170348551,55.7956,1998,4.38748219369606,-1.7699086409283615,1.464116667535991,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1048,746.1398666666666
18.6,0.080829372,96.4436,2009,4.3127717305695645,-2.5154148646591183,1.0031395405819457,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1480,2136.68536
18.7,0.10343719355555554,256.6672,2009,4.324349662087931,-2.2687906760200445,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,756,4474.176
17.85,0.16027007699999998,93.1436,2002,4.224926034855522,-1.8308949055375097,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,706,1553.2162857142855
17.5,0.097904029,174.8738,1997,4.183300132670378,-2.323767576053465,0.9222899199987084,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,64,2571.85224
10.0,0.08929113699999999,146.7102,1999,3.1622776601683795,-2.4158530457453082,0.8760887635003263,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1533,1950.2114249999997
20.2,0.059511812,128.0678,1985,4.494441010848846,-2.8215804651248373,0.859008566859223,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1032,1939.30895
8.85,0.113123893,122.5388,2009,2.9748949561287032,-2.1792716626452857,1.003139534910143,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,143,1754.3829999999998
6.384999999999999,0.123111453,36.9874,1985,2.526855753698656,-2.094665211939171,0.9091553268337162,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1124,291.12105
15.25,0.026480954,87.6198,1985,3.9051248379533265,-3.631329521371961,0.92513082907644,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,214,1520.116514285714
13.35,0.102511504,230.6352,1997,3.653765181289022,-2.277780252555113,0.9222899150035628,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,968,3435.528
9.8,0.02681843,126.002,1987,3.130495168499705,-3.61866594124622,0.9215224160526706,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,567,1897.53
13.6,0.117818348,192.9136,1999,3.687817782917155,-2.138611264375456,0.9310779364692868,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,180,3823.4674666666665
21.35,0.06910283099999999,259.9278,2009,4.620606020859169,-2.6721595794384827,0.9334195377024116,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,236,4555.7365
12.15,0.042277867,126.5046,1987,3.4856850115866758,-3.163491568637765,0.9980787902561444,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,611,1431.8029000000001
6.42,0.08949892599999999,178.1002,1998,2.533771891863985,-2.4135286537733283,1.464116667660315,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,641,3832.7442800000003
19.6,0.028135430666666662,153.3024,2002,4.427188724235731,-3.5707256190639978,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1438,2789.3691
10.0,0.025879577,265.2226,2002,3.1622776601683795,-3.6543011541507098,0.9241603460120508,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1057,4625.6455000000005
15.85,0.121632721,60.622,1997,3.981205847478877,-2.1067492584764773,0.8747287915078714,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,586,1018.6739999999998
10.195000000000002,0.25539489600000004,196.8794,1985,3.1929610082179214,-1.3649443199216804,1.579579341503948,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,869,3511.4292
7.39,0.067779712,143.8812,1997,2.718455443813637,-2.6914923618532742,0.8747287887220742,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1378,2707.1428
10.195,0.159803853,141.5154,1987,3.1929610082179205,-1.8338081345514008,0.921360380131904,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,642,1938.1437999999998
9.895,0.028696932,117.0492,1987,3.145631892005166,-3.5509650608853662,0.8740008759338731,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,830,1197.1084
10.895,0.065041581,196.3794,2007,3.300757488819801,-2.732728505919938,0.8796766099576357,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,177,2418.98456
12.15,0.028760013,151.4708,2007,3.4856850115866758,-3.548769294112704,0.9275067647960544,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1442,2901.9368571428568
7.905,0.010053105,249.0408,2009,2.8115831839019103,-4.599873736970008,0.9334195624341676,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,553,3325.956342857143
9.195,0.048157338,106.1622,2002,3.032325840011261,-3.0332817535956185,0.931517929829224,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1538,1678.6720285714287
8.365,0.071958197,38.0506,1999,2.8922309727959137,-2.631669925800138,0.8760887617519185,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,107,602.4657749999999
15.1,0.17348130399999998,194.511,1997,3.88587184554509,-1.7516854433265976,0.9133304185827572,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1183,3142.5760000000005
5.94,0.061082177,180.0344,1985,2.437211521390788,-2.795535157485588,1.6148105887521398,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,485,2752.9878857142858
10.0,0.045614834124999996,246.9144,2009,3.1622776601683795,-3.087522305604772,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,629,4949.2908800000005
7.97,0.040071131,87.3514,2002,2.8231188426986207,-3.217099129127228,0.8503936434710149,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1039,855.9968666666667
6.215,0.012090074,38.2848,1985,2.4929901724635823,-4.415370493613208,0.9251308536486637,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,361,422.56106666666665
15.5,0.15028599,51.0692,1985,3.9370039370059056,-1.8952152001407176,1.4855936399158558,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1199,443.4228
17.5,0.026015519,255.8356,1985,4.183300132670378,-3.64906203441004,0.9067770885232056,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1202,3730.255466666667
17.7,0.195068226,185.4266,1998,4.207136793592526,-1.6344059046879709,1.5560143953260468,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,266,3793.9186285714286
19.35,0.033082215,172.5738,2004,4.398863489584555,-3.4087594521807474,0.92211551270521,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,441,2954.1546000000003
13.65,0.078946455,186.024,2002,3.694590640382233,-2.538985441125209,0.913620914015236,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1218,2796.3599999999997
17.6,0.041700756,164.8526,2002,4.195235392680607,-3.1772360208453168,0.8765027640696678,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,72,2110.4750333333336
8.645,0.14342264300000002,95.841,1997,2.9402380855978314,-1.9419594623053742,0.9135793726726196,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1343,1657.2871666666667
15.6,0.105296072,170.1764,1997,3.9496835316263,-2.2509791634819494,0.8747287875118142,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,541,2533.7019
15.85,0.121531501,59.222,1987,3.981205847478877,-2.1075817823158296,0.8740008619873568,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,586,1018.6739999999998
18.25,0.06536386175,164.7526,2002,4.272001872658765,-2.7277857458734727,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,453,2302.3363999999997
7.855,0.011324862,189.6188,2007,2.8026772914483042,-4.480754793117746,0.9275067286121008,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,394,1942.27176
7.825,0.186357148,254.3698,1999,2.797320146139873,-1.6800902958638873,0.91542853622124,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1552,4239.909514285714
8.39,0.024205661,114.0176,1997,2.8965496715920485,-3.721168747555993,0.9990697616442724,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,254,1946.7992
12.85,0.033230816,172.3422,1999,3.584689665786984,-3.4042776407931465,0.9237238339071364,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,781,3251.7672
13.349999999999998,0.113720344,89.9804,1985,3.653765181289022,-2.174012967230294,1.5315372016230429,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,682,1506.8385600000001
19.0,0.112556507,104.9622,2007,4.358898943540674,-2.184299898995825,0.9275067671896534,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,582,1905.5195999999999
5.905,0.049968045375,222.5456,2002,2.430020576044573,-2.9963715703606546,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1037,4420.912
7.76,0.059352240999999986,101.87,1997,2.785677655436824,-2.8242653995828704,0.8747287866525946,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,316,1298.31
11.8,0.014087057,180.3344,1997,3.435112807463533,-4.262498846428346,0.9989100357256612,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,656,2523.5722285714287
16.75,0.045230944,187.9556,2009,4.092676385936225,-3.0959738246069337,0.9260469457443702,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1053,3567.3564
18.85,0.293417759,194.6136,1985,4.341658669218481,-1.2261578868159937,1.6148105893820424,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1379,2083.002857142857
12.599999999999998,0.031382044,171.3764,1985,3.5496478698597693,-3.4615193967686197,0.8704928746102873,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,829,1975.4286
15.5,0.12639886,177.0028,2007,3.9370039370059056,-2.068312816297393,0.9348909885210056,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,404,1310.56072
6.055,0.025403898,160.99200000000005,2004,2.4606909598728564,-3.672852652165199,0.9988808402357964,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1258,3515.4240000000004
20.2,0.039057677,155.963,1985,4.494441010848846,-3.2427158279084165,0.8587097318004309,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,811,1564.63
6.305,0.123115764,95.6436,1997,2.510975905897944,-2.0946301955014843,0.9990697475981462,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,674,1347.2463
20.85,0.039624006,117.2808,1999,4.5661800227323495,-3.228320132272832,0.9047947154657257,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,670,1816.3023999999998
20.75,0.040421193,122.173,1998,4.5552167895721505,-3.208401052350685,1.5424471567052251,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1082,1970.768
8.895,0.105274111,39.9138,1999,2.982448658401348,-2.2511877495197887,0.9152630171442184,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,57,519.8566400000001
19.6,0.033970195,55.1614,2002,4.427188724235731,-3.38227175646698,0.9315179184271948,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,82,860.4989428571429
19.7,0.053212652,57.893,2004,4.43846820423443,-2.9334590913602523,0.9294568248579792,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,178,940.8586250000001
9.8,0.024378706,114.5492,2004,3.130495168499705,-3.7140452326296503,0.9988808191929444,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1468,2394.2167999999997
7.93,0.009714595,120.0414,1985,2.8160255680657444,-4.634125885132876,1.5805658738428767,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,970,1608.30648
12.15,0.131383762,246.046,1999,3.4856850115866758,-2.0296327574324127,0.8760887632599259,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,382,3982.593666666666
8.75,0.07461309,187.4556,2004,2.9580398915498085,-2.5954393179964352,0.9980583965663368,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,231,3835.5786857142853
12.150000000000002,0.028459761,149.9708,1985,3.4856850115866758,-3.5592640841069216,0.9178236759482314,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1442,2901.9368571428568
8.75,0.07462720099999999,187.8556,1997,2.9580398915498085,-2.595250213566961,0.9982471516766522,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,231,3835.5786857142853
13.3,0.063695084,151.0708,2002,3.6469165057620936,-2.7536478936364226,0.9241603474535888,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,940,2407.5328
20.6,0.045797829000000005,178.5344,1985,4.538722287164086,-3.0835185907322207,0.9170444055852374,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,284,1784.3440000000003
8.31,0.115857223,179.1028,1999,2.8827070610799153,-2.155396682183682,1.0004900781911696,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1113,3435.79432
16.75,0.024832806,38.7822,1987,4.092676385936225,-3.695589677389525,0.9207600623534034,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,7,622.9034571428572
19.75,0.034027909,212.0902,2009,4.444097208657794,-3.3805742381403245,0.878292065399008,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,737,3313.28712
17.1,0.0467696,141.1838,1987,4.135214625627067,-3.062521859771828,0.8740008565954392,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,438,1625.5982571428572
10.5,0.116576702,163.121,1987,3.2403703492039297,-2.149205836351441,0.9128684557025812,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,181,2881.8043333333335
6.635,0.006331005428571429,121.3098,2002,2.575849374478252,-5.062296219961752,1.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,400,2088.836533333333
9.394999999999998,0.278974075,225.372,1985,3.0651264247988204,-1.276636422625162,1.6148105888188795,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,36,4074.696
14.15,0.035913805,41.4138,1987,3.7616485747608057,-3.326633517014639,0.928858986036742,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,111,591.8010857142857
13.3,0.079806266,232.53,1997,3.6469165057620936,-2.5281532563057523,0.9990697472460142,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,279,2982.784
8.89,0.005505481,102.4016,2007,2.981610303175115,-5.202011137510944,0.8796765744587313,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,910,1416.8224
6.69,0.064625342,176.937,1985,2.5865034312755126,-2.739148654097914,1.5813021365095616,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1099,2323.0871666666667
6.195,0.071636937,121.7098,1985,2.4889756929307287,-2.6361444581475517,0.9942317071612332,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1144,2671.300566666667
9.1,0.08959208957142857,173.2054,2002,3.0166206257996717,-2.4124882489318566,1.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1025,1707.27765
7.5,0.032677677999999995,239.0906,1999,2.7386127875258306,-3.421063064146272,0.8640461989785072,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,288,3463.4916000000003
16.85,0.160760054,192.4478,2007,4.104875150354759,-1.8278423734967395,0.8679393801667744,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1228,3519.7516999999993
7.485,0.06911065,109.0228,2004,2.7358728040608904,-2.6720464356271587,0.9988808423019978,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1251,1547.3192
11.6,0.041177505,140.3154,2007,3.40587727318528,-3.1898631668819153,0.9166849388252708,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1843.6002000000005
11.65,0.040081193,227.0694,2009,3.4132096331752027,-3.2168480571794484,0.8782920723575603,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1213,4110.6492
13.0,0.035307322,47.5034,2007,3.6055512754639887,-3.343664914455557,0.8796766231887589,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1317,631.8442
12.65,0.063017847,159.0578,2002,3.5566838487557484,-2.76433730699414,0.9315179229166382,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,91,2192.9232666666667
20.25,0.171938781,92.512,1998,4.5,-1.7606167899434182,1.5560143918585905,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,200,1504.708
8.6,0.040197932,190.153,2004,2.932575659723036,-3.2139397274664567,0.9127398103138272,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,528,3795.060000000001
12.6,0.049058014,62.7194,2007,3.5496478698597698,-3.014751722014793,0.934890991604278,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1075,928.7909999999999
17.7,0.01161096,95.041,2004,4.207136793592526,-4.4558057993522455,0.921953381859393,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,605,1048.1594285714286
14.15,0.183507295,82.4276,1997,3.7616485747608057,-1.6955008575093196,0.9990697492376226,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,86,1421.4830000000002
